orderId;orderDate;customerId;country;city;productId;category;subCategory;productPrice;productCount;shipDate;shipMode
US-2015-164238;2015-08-16;JW-15955;United States;Philadelphia;FUR-BO-10000780;Furniture;Bookcases;200.98;3;2015-08-20;Standard Class
CA-2014-166744;2014-09-20;DN-13690;United States;Columbia;FUR-BO-10001337;Furniture;Bookcases;120.98;3;2014-09-24;Standard Class
CA-2014-101931;2014-10-28;TS-21370;United States;Los Angeles;FUR-BO-10001337;Furniture;Bookcases;120.98;6;2014-10-31;First Class
CA-2017-140963;2017-06-10;MT-18070;United States;Los Angeles;FUR-BO-10001337;Furniture;Bookcases;120.98;5;2017-06-13;First Class
CA-2015-163965;2015-11-20;SS-20875;United States;Miami;FUR-BO-10001337;Furniture;Bookcases;120.98;3;2015-11-27;Standard Class
CA-2016-149762;2016-12-03;RD-19720;United States;Morgan Hill;FUR-BO-10001337;Furniture;Bookcases;120.98;2;2016-12-07;Standard Class
CA-2016-152688;2016-10-17;NR-18550;United States;Perth Amboy;FUR-BO-10001337;Furniture;Bookcases;120.98;1;2016-10-20;First Class
CA-2014-154599;2014-04-12;KN-16450;United States;Redondo Beach;FUR-BO-10001337;Furniture;Bookcases;120.98;3;2014-04-17;Standard Class
CA-2014-131247;2014-03-30;GA-14725;United States;San Francisco;FUR-BO-10001337;Furniture;Bookcases;120.98;2;2014-04-04;Standard Class
CA-2017-108070;2017-04-16;JE-15745;United States;San Jose;FUR-BO-10001337;Furniture;Bookcases;120.98;1;2017-04-20;Standard Class
CA-2016-156251;2016-08-13;TS-21160;United States;West Allis;FUR-BO-10001337;Furniture;Bookcases;120.98;2;2016-08-18;Second Class
CA-2015-100454;2015-11-20;BM-11650;United States;New York City;FUR-BO-10001519;Furniture;Bookcases;58.14;4;2015-11-25;Standard Class
US-2017-169551;2017-07-07;RL-19615;United States;Philadelphia;FUR-BO-10001519;Furniture;Bookcases;58.14;3;2017-07-09;First Class
CA-2017-141201;2017-12-09;DB-12910;United States;Salinas;FUR-BO-10001519;Furniture;Bookcases;58.14;3;2017-12-11;Second Class
CA-2017-134565;2017-06-11;TB-21400;United States;Seattle;FUR-BO-10001519;Furniture;Bookcases;58.14;3;2017-06-13;Second Class
CA-2015-137974;2015-04-16;LL-16840;United States;Waynesboro;FUR-BO-10001519;Furniture;Bookcases;58.14;9;2015-04-18;First Class
CA-2016-157707;2016-10-10;CC-12610;United States;Denver;FUR-BO-10001567;Furniture;Bookcases;100.98;3;2016-10-12;First Class
US-2017-133200;2017-05-06;DB-13555;United States;Fort Worth;FUR-BO-10001601;Furniture;Bookcases;130.98;7;2017-05-11;Standard Class
CA-2017-159149;2017-02-17;CR-12820;United States;Houston;FUR-BO-10001601;Furniture;Bookcases;130.98;1;2017-02-19;First Class
CA-2014-144666;2014-11-09;JP-15520;United States;San Francisco;FUR-BO-10001601;Furniture;Bookcases;130.98;2;2014-11-11;Second Class
US-2016-106600;2016-04-08;RM-19375;United States;Columbus;FUR-BO-10001608;Furniture;Bookcases;70.98;5;2016-04-11;First Class
CA-2015-143364;2015-07-14;TG-21310;United States;Mesa;FUR-BO-10001608;Furniture;Bookcases;70.98;6;2015-07-19;Second Class
CA-2015-137925;2015-11-30;JL-15235;United States;New York City;FUR-BO-10001608;Furniture;Bookcases;70.98;12;2015-12-04;Standard Class
CA-2014-166863;2014-06-20;SC-20020;United States;Plano;FUR-BO-10001608;Furniture;Bookcases;70.98;4;2014-06-24;Standard Class
US-2017-167402;2017-01-13;CP-12085;United States;Springfield;FUR-BO-10001608;Furniture;Bookcases;70.98;3;2017-01-18;Second Class
CA-2016-123533;2016-11-24;SC-20050;United States;Hialeah;FUR-BO-10001619;Furniture;Bookcases;84.98;5;2016-11-30;Standard Class
CA-2017-131954;2017-01-21;DS-13030;United States;Seattle;FUR-BO-10001619;Furniture;Bookcases;84.98;1;2017-01-25;Standard Class
CA-2017-110198;2017-05-01;AG-10900;United States;Coral Springs;FUR-BO-10001798;Furniture;Bookcases;130.98;3;2017-05-02;First Class
CA-2016-152156;2016-11-08;CG-12520;United States;Henderson;FUR-BO-10001798;Furniture;Bookcases;130.98;2;2016-11-11;Second Class
CA-2016-117681;2016-04-09;HF-14995;United States;Los Angeles;FUR-BO-10001798;Furniture;Bookcases;130.98;5;2016-04-14;Standard Class
CA-2017-159793;2017-08-25;SV-20365;United States;Philadelphia;FUR-BO-10001798;Furniture;Bookcases;130.98;2;2017-08-29;Standard Class
CA-2017-142461;2017-05-30;KT-16480;United States;Dallas;FUR-BO-10001811;Furniture;Bookcases;300.98;1;2017-06-03;Second Class
US-2017-132059;2017-09-23;AP-10915;United States;Fort Collins;FUR-BO-10001811;Furniture;Bookcases;300.98;2;2017-09-29;Standard Class
CA-2015-130183;2015-11-13;PO-18850;United States;Houston;FUR-BO-10001811;Furniture;Bookcases;300.98;3;2015-11-17;Standard Class
CA-2015-133585;2015-03-01;CM-12715;United States;Houston;FUR-BO-10001811;Furniture;Bookcases;300.98;6;2015-03-04;First Class
CA-2017-144491;2017-03-27;CJ-12010;United States;Houston;FUR-BO-10001811;Furniture;Bookcases;300.98;5;2017-04-01;Standard Class
CA-2016-102981;2016-09-06;MO-17500;United States;New York City;FUR-BO-10001811;Furniture;Bookcases;300.98;3;2016-09-09;Second Class
CA-2017-115105;2017-02-06;BD-11770;United States;New York City;FUR-BO-10001811;Furniture;Bookcases;300.98;1;2017-02-11;Standard Class
CA-2016-147137;2016-07-04;AA-10645;United States;San Francisco;FUR-BO-10001811;Furniture;Bookcases;300.98;5;2016-07-06;First Class
US-2017-121251;2017-03-26;GM-14440;United States;New York City;FUR-BO-10001918;Furniture;Bookcases;160.98;2;2017-03-27;First Class
CA-2016-123337;2016-09-16;KD-16495;United States;San Jose;FUR-BO-10001918;Furniture;Bookcases;160.98;2;2016-09-22;Standard Class
CA-2015-162950;2015-06-28;DW-13585;United States;Troy;FUR-BO-10001918;Furniture;Bookcases;160.98;6;2015-07-03;Second Class
US-2017-132031;2017-04-23;PN-18775;United States;Clarksville;FUR-BO-10001972;Furniture;Bookcases;120.98;4;2017-04-27;Standard Class
US-2014-127978;2014-03-03;JS-15595;United States;Columbus;FUR-BO-10001972;Furniture;Bookcases;120.98;5;2014-03-08;Standard Class
CA-2017-167381;2017-09-22;EH-14005;United States;Lansing;FUR-BO-10001972;Furniture;Bookcases;120.98;2;2017-09-24;Second Class
CA-2017-117457;2017-12-08;KH-16510;United States;San Francisco;FUR-BO-10001972;Furniture;Bookcases;120.98;13;2017-12-12;Standard Class
CA-2014-146591;2014-01-19;TS-21340;United States;Scottsdale;FUR-BO-10001972;Furniture;Bookcases;120.98;5;2014-01-20;First Class
CA-2017-141117;2017-10-02;JK-16090;United States;Springfield;FUR-BO-10001972;Furniture;Bookcases;120.98;6;2017-10-08;Standard Class
CA-2017-143378;2017-09-19;JR-16210;United States;Springfield;FUR-BO-10001972;Furniture;Bookcases;120.98;2;2017-09-25;Standard Class
CA-2017-124674;2017-11-17;JB-16000;United States;Brownsville;FUR-BO-10002202;Furniture;Bookcases;240.98;2;2017-11-23;Standard Class
CA-2016-106383;2016-03-19;BT-11440;United States;Littleton;FUR-BO-10002202;Furniture;Bookcases;240.98;1;2016-03-21;Second Class
CA-2017-140585;2017-12-18;RA-19915;United States;Encinitas;FUR-BO-10002206;Furniture;Bookcases;140.98;1;2017-12-23;Second Class
CA-2014-128209;2014-11-17;GT-14710;United States;Buffalo;FUR-BO-10002213;Furniture;Bookcases;500.98;10;2014-11-22;Standard Class
US-2016-135923;2016-01-22;CM-11935;United States;Fayetteville;FUR-BO-10002213;Furniture;Bookcases;140.98;4;2016-01-28;Standard Class
CA-2016-107104;2016-11-26;MS-17365;United States;Los Angeles;FUR-BO-10002213;Furniture;Bookcases;500.98;8;2016-11-30;Standard Class
CA-2014-125997;2014-09-20;MW-18220;United States;New York City;FUR-BO-10002213;Furniture;Bookcases;500.98;2;2014-09-23;First Class
CA-2017-116127;2017-06-25;SB-20185;United States;New York City;FUR-BO-10002213;Furniture;Bookcases;500.98;1;2017-06-27;Second Class
US-2015-126977;2015-09-17;PF-19120;United States;New York City;FUR-BO-10002213;Furniture;Bookcases;500.98;5;2015-09-23;Standard Class
CA-2015-164882;2015-10-31;SG-20080;United States;Redlands;FUR-BO-10002213;Furniture;Bookcases;500.98;1;2015-10-31;Same Day
US-2015-145422;2015-12-03;PW-19240;United States;San Francisco;FUR-BO-10002213;Furniture;Bookcases;140.98;3;2015-12-07;Standard Class
US-2017-133312;2017-11-25;BD-11500;United States;San Francisco;FUR-BO-10002213;Furniture;Bookcases;140.98;3;2017-11-29;Standard Class
CA-2015-148635;2015-07-25;MH-18025;United States;Seattle;FUR-BO-10002213;Furniture;Bookcases;140.98;5;2015-07-27;Second Class
US-2015-165743;2015-11-20;MM-18055;United States;Aurora;FUR-BO-10002268;Furniture;Bookcases;80.98;6;2015-11-23;Second Class
CA-2017-135692;2017-04-27;CV-12805;United States;Fort Worth;FUR-BO-10002268;Furniture;Bookcases;80.98;4;2017-05-01;Standard Class
CA-2016-138520;2016-04-08;JL-15505;United States;New York City;FUR-BO-10002268;Furniture;Bookcases;80.98;6;2016-04-13;Standard Class
CA-2017-121888;2017-09-15;CL-11890;United States;Everett;FUR-BO-10002545;Furniture;Bookcases;260.98;3;2017-09-17;Second Class
US-2016-100461;2016-01-08;JO-15145;United States;Franklin;FUR-BO-10002545;Furniture;Bookcases;260.98;6;2016-01-12;Standard Class
US-2015-122784;2015-07-20;RA-19915;United States;Highland Park;FUR-BO-10002545;Furniture;Bookcases;260.98;5;2015-07-27;Standard Class
CA-2015-117415;2015-12-27;SN-20710;United States;Houston;FUR-BO-10002545;Furniture;Bookcases;260.98;3;2015-12-31;Standard Class
CA-2016-155516;2016-10-21;MK-17905;United States;Manchester;FUR-BO-10002545;Furniture;Bookcases;260.98;4;2016-10-21;Same Day
CA-2015-102281;2015-10-12;MP-17470;United States;New York City;FUR-BO-10002545;Furniture;Bookcases;260.98;3;2015-10-14;First Class
CA-2014-155796;2014-11-11;TS-21430;United States;Reading;FUR-BO-10002545;Furniture;Bookcases;260.98;4;2014-11-15;Second Class
CA-2015-111514;2015-08-31;SC-20260;United States;San Francisco;FUR-BO-10002545;Furniture;Bookcases;260.98;7;2015-09-02;First Class
CA-2015-115511;2015-11-21;NW-18400;United States;Las Vegas;FUR-BO-10002598;Furniture;Bookcases;70.98;2;2015-11-25;Standard Class
CA-2017-143574;2017-06-29;DR-12880;United States;Milford;FUR-BO-10002598;Furniture;Bookcases;70.98;9;2017-07-02;First Class
CA-2016-113425;2016-11-21;JK-16120;United States;New York City;FUR-BO-10002598;Furniture;Bookcases;70.98;2;2016-11-21;Same Day
CA-2017-166926;2017-12-01;SO-20335;United States;Seattle;FUR-BO-10002598;Furniture;Bookcases;70.98;2;2017-12-08;Standard Class
CA-2015-156482;2015-02-06;IL-15100;United States;Wilmington;FUR-BO-10002598;Furniture;Bookcases;70.98;4;2015-02-13;Standard Class
CA-2017-142342;2017-07-17;AJ-10795;United States;Apple Valley;FUR-BO-10002613;Furniture;Bookcases;280.98;5;2017-07-19;Second Class
US-2015-103471;2015-12-24;JR-15670;United States;Colorado Springs;FUR-BO-10002613;Furniture;Bookcases;280.98;7;2015-12-28;Standard Class
CA-2015-102281;2015-10-12;MP-17470;United States;New York City;FUR-BO-10002613;Furniture;Bookcases;280.98;4;2015-10-14;First Class
CA-2015-113152;2015-12-25;JK-15625;United States;New York City;FUR-BO-10002613;Furniture;Bookcases;280.98;2;2015-12-30;Standard Class
CA-2016-148747;2016-09-25;AS-10045;United States;San Francisco;FUR-BO-10002613;Furniture;Bookcases;280.98;2;2016-09-27;First Class
CA-2014-150245;2014-12-31;PC-18745;United States;Watertown;FUR-BO-10002613;Furniture;Bookcases;280.98;7;2015-01-04;Second Class
CA-2017-154907;2017-03-31;DS-13180;United States;Amarillo;FUR-BO-10002824;Furniture;Bookcases;150.98;2;2017-04-04;Standard Class
CA-2015-146087;2015-07-06;PP-18955;United States;Holyoke;FUR-BO-10002824;Furniture;Bookcases;150.98;2;2015-07-11;Standard Class
CA-2017-140872;2017-06-03;NR-18550;United States;Pembroke Pines;FUR-BO-10002824;Furniture;Bookcases;150.98;2;2017-06-10;Standard Class
CA-2016-143749;2016-12-05;AG-10300;United States;Franklin;FUR-BO-10002853;Furniture;Bookcases;81.94;1;2016-12-07;First Class
CA-2015-103870;2015-12-27;SP-20860;United States;Murfreesboro;FUR-BO-10002853;Furniture;Bookcases;81.94;2;2015-12-31;Standard Class
CA-2016-159912;2016-08-29;GB-14530;United States;Philadelphia;FUR-BO-10002853;Furniture;Bookcases;81.94;4;2016-09-03;Standard Class
CA-2016-166772;2016-09-20;HJ-14875;United States;Seattle;FUR-BO-10002853;Furniture;Bookcases;81.94;2;2016-09-24;Standard Class
CA-2015-130974;2015-11-27;MA-17560;United States;Everett;FUR-BO-10002916;Furniture;Bookcases;170.98;1;2015-11-29;Second Class
CA-2015-105627;2015-03-08;DK-12895;United States;Kenosha;FUR-BO-10002916;Furniture;Bookcases;170.98;3;2015-03-12;Standard Class
US-2014-134733;2014-09-23;BM-11650;United States;San Diego;FUR-BO-10002916;Furniture;Bookcases;170.98;3;2014-09-28;Standard Class
CA-2014-111192;2014-07-30;TS-21430;United States;Seattle;FUR-BO-10002916;Furniture;Bookcases;170.98;8;2014-08-05;Standard Class
CA-2017-165386;2017-08-03;CM-12190;United States;Chicago;FUR-BO-10003034;Furniture;Bookcases;130.98;2;2017-08-04;First Class
CA-2016-106243;2016-09-30;GM-14680;United States;New York City;FUR-BO-10003034;Furniture;Bookcases;130.98;5;2016-10-04;Standard Class
CA-2017-141873;2017-10-09;HG-14845;United States;New York City;FUR-BO-10003034;Furniture;Bookcases;130.98;3;2017-10-14;Standard Class
CA-2014-157147;2014-01-13;BD-11605;United States;San Francisco;FUR-BO-10003034;Furniture;Bookcases;130.98;3;2014-01-18;Standard Class
CA-2017-130764;2017-10-27;JO-15145;United States;San Francisco;FUR-BO-10003034;Furniture;Bookcases;130.98;5;2017-10-28;First Class
CA-2015-138534;2015-07-17;JM-15535;United States;Bakersfield;FUR-BO-10003159;Furniture;Bookcases;114.98;2;2015-07-19;Second Class
US-2016-147711;2016-09-03;HF-14995;United States;Baltimore;FUR-BO-10003159;Furniture;Bookcases;114.98;3;2016-09-08;Second Class
CA-2016-145303;2016-08-28;TP-21415;United States;Dallas;FUR-BO-10003159;Furniture;Bookcases;114.98;2;2016-08-31;First Class
CA-2017-117324;2017-12-08;JP-15520;United States;Madison;FUR-BO-10003159;Furniture;Bookcases;114.98;4;2017-12-13;Standard Class
CA-2014-119151;2014-11-25;MP-18175;United States;New York City;FUR-BO-10003159;Furniture;Bookcases;114.98;3;2014-11-29;Second Class
CA-2017-111556;2017-11-20;CD-11920;United States;New York City;FUR-BO-10003159;Furniture;Bookcases;114.98;2;2017-11-22;First Class
CA-2015-130785;2015-09-05;AG-10900;United States;San Diego;FUR-BO-10003159;Furniture;Bookcases;114.98;3;2015-09-09;Standard Class
CA-2015-141243;2015-01-03;AH-10465;United States;Dallas;FUR-BO-10003272;Furniture;Bookcases;220.98;9;2015-01-08;Second Class
US-2014-112914;2014-09-25;MT-18070;United States;Houston;FUR-BO-10003272;Furniture;Bookcases;220.98;2;2014-09-30;Standard Class
US-2016-112977;2016-03-10;CJ-12010;United States;Long Beach;FUR-BO-10003272;Furniture;Bookcases;220.98;1;2016-03-16;Standard Class
CA-2014-112158;2014-12-02;DP-13165;United States;New York City;FUR-BO-10003272;Furniture;Bookcases;220.98;5;2014-12-04;First Class
CA-2014-151946;2014-06-04;BT-11440;United States;New York City;FUR-BO-10003272;Furniture;Bookcases;220.98;2;2014-06-09;Standard Class
CA-2016-119865;2016-06-21;AS-10090;United States;New York City;FUR-BO-10003272;Furniture;Bookcases;220.98;2;2016-06-26;Standard Class
CA-2017-150091;2017-10-12;NP-18670;United States;Lakewood;FUR-BO-10003404;Furniture;Bookcases;430.98;5;2017-10-16;Standard Class
CA-2017-112515;2017-09-17;AS-10225;United States;Provo;FUR-BO-10003404;Furniture;Bookcases;430.98;3;2017-09-21;Second Class
CA-2015-115847;2015-09-19;TC-21535;United States;Arlington;FUR-BO-10003433;Furniture;Bookcases;30.98;2;2015-09-24;Second Class
US-2017-126060;2017-04-14;DW-13585;United States;Fayetteville;FUR-BO-10003433;Furniture;Bookcases;30.98;8;2017-04-18;Standard Class
CA-2014-149524;2014-01-14;BS-11590;United States;Philadelphia;FUR-BO-10003433;Furniture;Bookcases;30.98;4;2014-01-15;First Class
CA-2016-115574;2016-12-23;BP-11185;United States;Chicago;FUR-BO-10003441;Furniture;Bookcases;100.98;2;2016-12-24;First Class
CA-2017-113873;2017-11-13;KE-16420;United States;Dallas;FUR-BO-10003441;Furniture;Bookcases;100.98;3;2017-11-19;Standard Class
CA-2016-108735;2016-04-17;JM-15535;United States;Lakewood;FUR-BO-10003441;Furniture;Bookcases;100.98;3;2016-04-21;Standard Class
CA-2017-131233;2017-04-14;CS-12355;United States;New York City;FUR-BO-10003441;Furniture;Bookcases;100.98;3;2017-04-19;Standard Class
CA-2017-143259;2017-12-30;PO-18865;United States;New York City;FUR-BO-10003441;Furniture;Bookcases;100.98;4;2018-01-03;Standard Class
CA-2017-104731;2017-07-21;AM-10705;United States;Salem;FUR-BO-10003441;Furniture;Bookcases;100.98;3;2017-07-27;Standard Class
CA-2015-104346;2015-12-11;IM-15070;United States;Colorado Springs;FUR-BO-10003450;Furniture;Bookcases;57.98;4;2015-12-16;Standard Class
CA-2016-160108;2016-12-08;AG-10900;United States;Eau Claire;FUR-BO-10003450;Furniture;Bookcases;57.98;7;2016-12-12;Standard Class
US-2016-114174;2016-09-08;AP-10720;United States;Malden;FUR-BO-10003450;Furniture;Bookcases;57.98;3;2016-09-14;Standard Class
US-2017-112347;2017-12-02;BS-11380;United States;Denver;FUR-BO-10003546;Furniture;Bookcases;100.98;8;2017-12-06;Standard Class
CA-2014-163468;2014-11-18;JK-15730;United States;Des Plaines;FUR-BO-10003546;Furniture;Bookcases;100.98;6;2014-11-21;First Class
CA-2016-163776;2016-07-19;JS-16030;United States;Hattiesburg;FUR-BO-10003546;Furniture;Bookcases;100.98;5;2016-07-25;Standard Class
CA-2017-159464;2017-05-18;TB-21355;United States;Sandy Springs;FUR-BO-10003546;Furniture;Bookcases;100.98;3;2017-05-19;First Class
CA-2017-104885;2017-03-02;DB-13555;United States;Newark;FUR-BO-10003660;Furniture;Bookcases;220.98;2;2017-03-08;Standard Class
CA-2015-133445;2015-10-05;JF-15490;United States;Portland;FUR-BO-10003660;Furniture;Bookcases;220.98;1;2015-10-09;Standard Class
CA-2017-119578;2017-12-22;JG-15310;United States;Providence;FUR-BO-10003660;Furniture;Bookcases;220.98;1;2017-12-27;Second Class
CA-2016-164770;2016-12-02;MY-18295;United States;Houston;FUR-BO-10003893;Furniture;Bookcases;114.98;10;2016-12-04;Second Class
CA-2015-130456;2015-08-21;DS-13180;United States;San Francisco;FUR-BO-10003893;Furniture;Bookcases;114.98;6;2015-08-26;Standard Class
US-2016-104815;2016-09-03;RB-19570;United States;Chicago;FUR-BO-10003894;Furniture;Bookcases;70.98;4;2016-09-07;Standard Class
CA-2016-163972;2016-10-17;MG-17890;United States;Fresno;FUR-BO-10003894;Furniture;Bookcases;70.98;2;2016-10-21;Standard Class
CA-2017-149881;2017-04-01;NC-18535;United States;San Francisco;FUR-BO-10003894;Furniture;Bookcases;70.98;8;2017-04-03;First Class
CA-2017-124765;2017-11-25;HZ-14950;United States;Fort Lauderdale;FUR-BO-10003965;Furniture;Bookcases;180.98;5;2017-11-30;Standard Class
CA-2015-135251;2015-08-06;RP-19270;United States;Houston;FUR-BO-10003965;Furniture;Bookcases;180.98;3;2015-08-10;Standard Class
CA-2015-105690;2015-11-21;CA-11965;United States;Port Arthur;FUR-BO-10003965;Furniture;Bookcases;180.98;2;2015-11-26;Second Class
CA-2017-104003;2017-10-07;DC-13285;United States;San Francisco;FUR-BO-10003965;Furniture;Bookcases;180.98;2;2017-10-13;Standard Class
US-2015-123218;2015-12-20;KD-16345;United States;Chicago;FUR-BO-10003966;Furniture;Bookcases;170.98;3;2015-12-25;Standard Class
CA-2017-109393;2017-06-30;JC-15775;United States;Los Angeles;FUR-BO-10003966;Furniture;Bookcases;170.98;3;2017-07-02;Second Class
CA-2014-115161;2014-01-31;LC-17050;United States;Mission Viejo;FUR-BO-10003966;Furniture;Bookcases;170.98;2;2014-02-02;First Class
CA-2016-140935;2016-11-10;AB-10015;United States;Oklahoma City;FUR-BO-10003966;Furniture;Bookcases;170.98;2;2016-11-12;First Class
CA-2017-122994;2017-02-06;MV-17485;United States;Arlington;FUR-BO-10004015;Furniture;Bookcases;119.99;3;2017-02-09;First Class
CA-2015-100146;2015-05-14;CB-12535;United States;Camarillo;FUR-BO-10004015;Furniture;Bookcases;119.99;5;2015-05-19;Standard Class
CA-2017-124086;2017-02-10;MP-18175;United States;Laguna Niguel;FUR-BO-10004015;Furniture;Bookcases;119.99;2;2017-02-14;Standard Class
CA-2014-119144;2014-11-16;JD-16150;United States;Los Angeles;FUR-BO-10004015;Furniture;Bookcases;119.99;3;2014-11-18;First Class
CA-2017-112753;2017-06-18;CC-12670;United States;Los Angeles;FUR-BO-10004015;Furniture;Bookcases;119.99;9;2017-06-23;Standard Class
CA-2017-135377;2017-12-13;BP-11095;United States;New York City;FUR-BO-10004015;Furniture;Bookcases;119.99;3;2017-12-18;Standard Class
CA-2017-161480;2017-12-25;RA-19285;United States;New York City;FUR-BO-10004015;Furniture;Bookcases;119.99;2;2017-12-29;Standard Class
US-2016-108504;2016-02-05;PP-18955;United States;Smyrna;FUR-BO-10004015;Furniture;Bookcases;119.99;2;2016-02-05;Same Day
CA-2016-127236;2016-03-29;TB-21595;United States;Springfield;FUR-BO-10004015;Furniture;Bookcases;119.99;5;2016-04-02;Standard Class
CA-2014-120411;2014-09-20;SB-20185;United States;Chicago;FUR-BO-10004218;Furniture;Bookcases;140.98;5;2014-09-23;First Class
US-2017-153255;2017-09-03;JK-15730;United States;Concord;FUR-BO-10004218;Furniture;Bookcases;140.98;2;2017-09-07;Second Class
CA-2015-168088;2015-03-19;CM-12655;United States;Houston;FUR-BO-10004218;Furniture;Bookcases;140.98;4;2015-03-22;First Class
CA-2016-123512;2016-06-17;MV-18190;United States;Los Angeles;FUR-BO-10004218;Furniture;Bookcases;140.98;2;2016-06-19;First Class
US-2016-108497;2016-06-14;MH-17290;United States;Los Angeles;FUR-BO-10004218;Furniture;Bookcases;140.98;5;2016-06-14;Same Day
CA-2015-167010;2015-04-05;VT-21700;United States;Philadelphia;FUR-BO-10004218;Furniture;Bookcases;140.98;5;2015-04-10;Standard Class
CA-2014-111871;2014-03-18;EK-13795;United States;San Francisco;FUR-BO-10004218;Furniture;Bookcases;140.98;10;2014-03-21;Second Class
CA-2014-113271;2014-07-09;DS-13030;United States;San Francisco;FUR-BO-10004218;Furniture;Bookcases;140.98;1;2014-07-14;Standard Class
CA-2016-130911;2016-03-24;DC-12850;United States;Cleveland;FUR-BO-10004357;Furniture;Bookcases;200.98;3;2016-03-26;Second Class
CA-2015-147788;2015-05-31;TM-21010;United States;Orem;FUR-BO-10004357;Furniture;Bookcases;200.98;7;2015-06-04;Standard Class
CA-2015-104948;2015-11-13;KH-16510;United States;San Bernardino;FUR-BO-10004357;Furniture;Bookcases;200.98;4;2015-11-17;Standard Class
CA-2015-168207;2015-11-02;LT-17110;United States;San Diego;FUR-BO-10004357;Furniture;Bookcases;200.98;3;2015-11-06;Standard Class
CA-2015-153717;2015-12-25;DL-13495;United States;Detroit;FUR-BO-10004360;Furniture;Bookcases;160.98;1;2016-01-01;Standard Class
CA-2017-106432;2017-10-19;CA-12265;United States;Waco;FUR-BO-10004360;Furniture;Bookcases;160.98;3;2017-10-24;Standard Class
CA-2016-107783;2016-07-28;OT-18730;United States;Bethlehem;FUR-BO-10004409;Furniture;Bookcases;70.98;5;2016-07-29;First Class
US-2015-157014;2015-10-03;BM-11785;United States;Columbus;FUR-BO-10004409;Furniture;Bookcases;70.98;1;2015-10-06;Second Class
CA-2016-162082;2016-03-14;JS-15880;United States;Harlingen;FUR-BO-10004409;Furniture;Bookcases;70.98;5;2016-03-17;First Class
CA-2015-126137;2015-10-03;BS-11755;United States;Los Angeles;FUR-BO-10004409;Furniture;Bookcases;70.98;2;2015-10-08;Standard Class
CA-2014-167997;2014-01-26;CA-11965;United States;Rapid City;FUR-BO-10004409;Furniture;Bookcases;70.98;2;2014-01-29;First Class
